description,images,part,name,weight,associated
"(YR.82-On)<br> Dim A (1): 40<br> Dim B (2): 24<br> Dim D (4): Motorola<br> Replaces: 8EM3002G<br> Type: Motorola<br> Volt/Amperage: 24/42","https://www.aiproducts.com/images/AL-9218(1).JPG,https://www.aiproducts.com/images/AL-9218(2).JPG,https://www.aiproducts.com/images/AL-9218(3).JPG,https://www.aiproducts.com/images/AL-9218(4).JPG,https://www.aiproducts.com/images/AL-9218(5).JPG","A-AL-9218","RE-MFG. ALTERNATOR","arge: $25.00 ","null"
"Replaces: L78811","https://www.aiproducts.com/images/AL111094(1).JPG","A-AL111094","Pipe, Exhaust","14.56 lbs","null"
"C to C: 16.75""<br> Overall Length: 18.75""<br> Replaces: AL61553, RE17356, AL36565, AL34542","https://www.aiproducts.com/images/AL112919(1).JPG,https://www.aiproducts.com/images/AL112919(2).JPG","A-AL112919","Steering Cylinder","18.20 lbs","null"
"Operators Station<br> Dim A (1): Overall Length 19.488""<br> Dim B (2): Piston Stroke 7.677""<br> Dim C (3): Cylinder Diameter .827""<br> Dim D (4): Rod Diameter .315""<br> Dim E (5): Cylinder & Rod End Fitting Both Ball & Socket<br> Dim F (6): Force 150N<br> Replaces: AL81578, AL174357","https://www.aiproducts.com/images/3380149M2.JPG,https://www.aiproducts.com/images/AL114803.JPG","A-AL114803","Gas Strut; Rear Window",".40 lbs","null"
"Replaces: AL110345","https://www.aiproducts.com/images/AL116559(1).JPG,https://www.aiproducts.com/images/AL116559(2).JPG,https://www.aiproducts.com/images/AL116559(3).JPG,https://www.aiproducts.com/images/AL116559.JPG","A-AL116559","Tie Rod (RH)","9.00 lbs","null"
"","https://www.aiproducts.com/images/AL117294(1).JPG,https://www.aiproducts.com/images/AL117294.JPG","A-AL117294","Muffler, RH Exhaust","13.95 lbs","null"
"Replaces: AL33126<br> Spline Count: 10<br> Spline Diameter: 1.250""","https://www.aiproducts.com/images/AL120012(1).JPG,https://www.aiproducts.com/images/AL120012(2).JPG,https://www.aiproducts.com/images/AL120012(3).JPG","A-AL120012","Trans Disc: 12.598"", organic, spring loaded, 10 spline","7.23 lbs","null"
"1.500""-23 splines<br> Replaces: AL18714, AL39624, AL55140","https://www.aiproducts.com/images/AL120022(1).JPG,https://www.aiproducts.com/images/AL120022(2).JPG","A-AL120022","Pressure Plate: 11"" - 3 lever, cast iron, combined PTO Disc","48.90 lbs","null"
"Dim A (1): Length: 87.5""<br> Replaces: AL36924, AL31683, AL31685, AL36923, AL24786, AL36920, AT31336","https://www.aiproducts.com/images/AL120032(1).JPG,https://www.aiproducts.com/images/AL120032(2).JPG,https://www.aiproducts.com/images/AL120032(3).JPG,https://www.aiproducts.com/images/AL120032(4).JPG","A-AL120032","Fuel Shutoff Cable",".55 lbs","null"
"Operators Station, Basic<br> Dim A (1): Overall Length 9.843""<br> Dim B (2): Piston Stroke 2.953""<br> Dim C (3): Cylinder Diameter .709""<br> Dim D (4): Rod Diameter .315""<br> Dim E (5): Cylinder & Rod End Fitting Both Metal Socket<br> Dim F (6): Force 350N<br> Replaces: AL78435","https://www.aiproducts.com/images/AL151278(1).JPG,https://www.aiproducts.com/images/AL151278(2).JPG","A-AL151278","Gas Strut, Door",".40 lbs","null"
"Dim A (1): Length: 5.906""<br> Dim B (2): O.D.: 3.937""<br> Dim C (3): Type: Spin On<br> Replaces: AL77061","https://www.aiproducts.com/images/VPK1528(1).JPG,https://www.aiproducts.com/images/VPK1528(2).JPG,https://www.aiproducts.com/images/VPK1528(3).JPG","A-VPK1528","Hydraulic Filter","2.12 lbs","null"
"Inside Diameter: 5.90""<br> Outside Diameter: 7.08""","","A-AL159594","Seal, MFWD Front Axle",".68 lbs","null"
"Ball Tractor End.<br> Length: 8.386""<br> Replaces: AL78068<br> Thread Size: M33 X 3 (LH)","https://www.aiproducts.com/images/AL159971(1).JPG,https://www.aiproducts.com/images/AL159971(2).JPG","A-AL159971","End, Top Link; Tractor, Cat. II","5.16 lbs","null"
"Size: 1.376"" X 3.819""","https://www.aiproducts.com/images/AL160517(1).JPG,https://www.aiproducts.com/images/AL160517(2).JPG,https://www.aiproducts.com/images/AL160517(3).JPG,https://www.aiproducts.com/images/AL160517(4).JPG","A-AL160517","U-Joint; MFWD Driveshaft","2.50 lbs","null"
"For 730 MFWD Axle<br> Used With Tie Rod AL161298<br> Dim A (1): A - 8.19""<br> Dim B (2): B - M22 X 1.5 RH THRD<br> Dim C (3): C - M24 X 1.5 RH THRD","https://www.aiproducts.com/images/AL161302.JPG","A-AL161302","Ball Joint, Tie Rod","2.95 lbs","null"
"Dim A (1): 12.000"" Dia.<br> Dim B (2): 14 Teeth<br> Replaces: AL76887","https://www.aiproducts.com/images/AL162808(1).JPG,https://www.aiproducts.com/images/AL162808(2).JPG","A-AL162808","Disc, Brake","3.92 lbs","null"
"Replaces: AL111676, SE501827<br> Type: Bosch<br> Volt/Amperage: 12/120","https://www.aiproducts.com/images/AL166646(1).JPG,https://www.aiproducts.com/images/AL166646(2).JPG,https://www.aiproducts.com/images/AL166646(3).JPG","A-AL166646","Alternator","14.77 lbs","null"
"Not for use on heavy duty type axles.<br> Dim A (1): A - 10.750""<br> Dim B (2): B - M28 X 1.5 RH Thrd.","https://www.aiproducts.com/images/AL68254.JPG","A-AL168701","Tie Rod (LH)","6.28 lbs","null"
"Replaces: AL78180, AL79576, AL110014, AL164813, AL110411","https://www.aiproducts.com/images/AL172937(1).JPG,https://www.aiproducts.com/images/AL172937(2).JPG,https://www.aiproducts.com/images/AL172937(3).JPG","A-AL172937","Cable, Push/Pull; Selective Control Valve","1.24 lbs","null"
"Replaces: AL111748, AL115625, AL119096","https://www.aiproducts.com/images/AL177185(1).JPG,https://www.aiproducts.com/images/AL177185(2).JPG,https://www.aiproducts.com/images/AL177185(3).JPG,https://www.aiproducts.com/images/AL177185(4).JPG","A-AL177185","Cab Filter","2.01 lbs","null"
"Spline Count: 23<br> Spline Diameter: 1.500""","https://www.aiproducts.com/images/AL19092(1).JPG,https://www.aiproducts.com/images/AL19092(2).JPG,https://www.aiproducts.com/images/AL19092(3).JPG","A-AL19092","PTO Disc: 9"", organic, spring loaded","3.90 lbs","null"
"Ball Tractor End / Ball Implement End.<br> Length: Minimum: 20.866"" / Maximum: 28.543""<br> Replaces: AL159873, AL176475, AL78064<br> Thread Size: M33 X 3.5","https://www.aiproducts.com/images/AL200985(1).JPG,https://www.aiproducts.com/images/AL200985(2).JPG","A-AL200985","Top Link Assembly; Cat. II","21.00 lbs","null"
"","https://www.aiproducts.com/images/AL203061(1).JPG,https://www.aiproducts.com/images/AL203061(2).JPG,https://www.aiproducts.com/images/AL203061(3).JPG","A-AL203061","Filter, Hydraulic, Cartridge","1.75 lbs","null"
"Dim A (1): A - 9.50""<br> Dim B (2): B - M26 X 1.5 RH THRD<br> Dim C (3): C - M28 X 1.5 RH THRD<br> Replaces: AL160202","https://www.aiproducts.com/images/AL209419.JPG","A-AL209419","Ball Joint, Steering Cylinder, RH/LH","5.50 lbs","null"
"Marked AL202352<br> Length: 3.858""<br> Marked: AL210586, AL202352<br> Replaces: AL178990, AL169646, AL202352","https://www.aiproducts.com/images/AL210586(1).JPG,https://www.aiproducts.com/images/AL210586(2).JPG,https://www.aiproducts.com/images/AL210586(3).JPG","A-AL210586","Socket; Hydraulic Quick Coupler, 3.858"" Long","1.75 lbs","null"
"Replaces: AL210382","https://www.aiproducts.com/images/AL212915(1).JPG,https://www.aiproducts.com/images/AL212915(2).JPG,https://www.aiproducts.com/images/AL212915(3).JPG,https://www.aiproducts.com/images/AL212915(4).JPG","A-AL212915","Cap; Fuel Filler",".31 lbs","null"
"Length: 4.43""","https://www.aiproducts.com/images/AL221083(1).JPG,https://www.aiproducts.com/images/AL221083(2).JPG,https://www.aiproducts.com/images/AL221083(3).JPG,https://www.aiproducts.com/images/AL221083(4).JPG","A-AL221083","Socket; Hydraulic Quick Coupler","1.25 lbs","null"
"Length: 42.913"" (1.969"" Travel Length)<br> Replaces: AL218523, AL209085, AL169432","https://www.aiproducts.com/images/AL223210(1).JPG,https://www.aiproducts.com/images/AL223210(2).JPG,https://www.aiproducts.com/images/AL223210(3).JPG","A-AL223210","Cable; Range Shift (C&D)",".82 lbs","null"
"Dim A (1): 24.400"" Long<br> Dim B (2): Thread Size: .625""<br> Replaces: AT19904","https://www.aiproducts.com/images/AL23838(1).JPG,https://www.aiproducts.com/images/AL23838(2).JPG,https://www.aiproducts.com/images/AL23838(3).JPG","A-AL23838","Cable, Tachometer",".34 lbs","null"
"Dim A (1): A: 3 7/8"" INLET LENGTH<br> Dim B (2): B: 2 7/8"" INLET I.D.<br> Dim C (3): C: 24 1/8"" SHELL LENGTH<br> Dim D (4): D: 8 1/8"" OULET LENGTH<br> Dim E (5): E: 2 9/16"" OUTLET O.D.<br> Dim F (6): F: 36 3/4"" OVERALL LENGTH","https://www.aiproducts.com/images/AL24553.JPG,https://www.aiproducts.com/images/AL24553(2).JPG,https://www.aiproducts.com/images/AL24553(1).JPG","A-AL24553","EXHAUST","19.34 lbs","null"
"","https://www.aiproducts.com/images/AL27203.JPG,https://www.aiproducts.com/images/AL27203(2).JPG,https://www.aiproducts.com/images/AL27203(1).JPG","A-AL27203","Support, Front Drawbar","3.82 lbs","null"
"Replaces: AL30336","https://www.aiproducts.com/images/AL30338(1).JPG,https://www.aiproducts.com/images/AL30338(2).JPG,https://www.aiproducts.com/images/AL30338(3).JPG,https://www.aiproducts.com/images/AL30338(4).JPG,https://www.aiproducts.com/images/AL30338(5).JPG,https://www.aiproducts.com/images/AL30338(6).JPG,https://www.aiproducts.com/images/AL30338(7).JPG","A-AL30338","Muffler (Underhood)","47.95 lbs","null"
"Right Hand<br> Material: Green Plastic","https://www.aiproducts.com/images/AL31039.JPG","A-AL31039","Cowl, (RH)","5.25 lbs","A-AL31040"
"","https://www.aiproducts.com/images/AL31492(1).JPG,https://www.aiproducts.com/images/AL31492(2).JPG,https://www.aiproducts.com/images/AL31492(3).JPG,https://www.aiproducts.com/images/AL31492.JPG","A-AL31492","Muffler (Underhood)","18.59 lbs","null"
"Replaces: AL26987, AL30399, AT29022","https://www.aiproducts.com/images/AL34595.JPG","A-AL34595","Selective Control Valve","2.20 lbs","null"
"55 amp<br> Replaces: AL35999","https://www.aiproducts.com/images/AL35999(1).JPG,https://www.aiproducts.com/images/AL35999(2).JPG,https://www.aiproducts.com/images/AL35999(3).JPG,https://www.aiproducts.com/images/AL35999(4).JPG,https://www.aiproducts.com/images/AL35999(5).JPG","A-AL35999","Regulator",".11 lbs","null"
"Dim A (1): A - 18.750""<br> Dim B (2): B - 1.250""","https://www.aiproducts.com/images/AL37204(1).JPG,https://www.aiproducts.com/images/AL37204(2).JPG,https://www.aiproducts.com/images/AL37204.JPG","A-AL37204","Tie Rod","6.80 lbs","null"
"Outside Diameter: 12.000""<br> Replaces: AL29645<br> Spline Count: 12","https://www.aiproducts.com/images/AL38234.JPG","A-AL38234","Disc, Brake","6.40 lbs","A-L33483, A-L33497"
"Dim A (1): A - 5.810""<br> Dim B (2): B - 1.125"" I.D. Thread","https://www.aiproducts.com/images/AT27130.JPG,https://www.aiproducts.com/images/AL39020(1).JPG,https://www.aiproducts.com/images/AL68629(1).JPG,https://www.aiproducts.com/images/AL39020(2).JPG,https://www.aiproducts.com/images/AL68629(2).JPG,https://www.aiproducts.com/images/AL39020(3).JPG,https://www.aiproducts.com/images/AL68629(3).JPG,https://www.aiproducts.com/images/AL68629.JPG,https://www.aiproducts.com/images/AL39020.JPG","A-AT27130","Tie Rod, Inner","2.40 lbs","null"
"Dim A (1): A - 7""<br> Dim B (2): B - M20 X 1.5 RH Thrd.<br> Dim C (3): C - M18 X 1.5 RH Thrd.","https://www.aiproducts.com/images/VPJ3155(1).JPG,https://www.aiproducts.com/images/VPJ3155(2).JPG,https://www.aiproducts.com/images/VPJ3155(3).JPG,https://www.aiproducts.com/images/AL39320.JPG","A-AL39320","Ball Joint, RH","2.20 lbs","null"
"Dim A (1): 6.89"" Bowl Dia.<br> Dim B (2): 2.953"" Inlet Dia.<br> Dim C (3): 4.921"" Body Height","https://www.aiproducts.com/images/VPD4108(1).JPG,https://www.aiproducts.com/images/VPD4108(2).JPG","A-AL39934","Assembly, Pre-Cleaner","1.54 lbs","null"
"Replaces: L33102, AL28708, AL39237","https://www.aiproducts.com/images/AL41727(1).JPG,https://www.aiproducts.com/images/AL41727(2).JPG,https://www.aiproducts.com/images/AL41727(3).JPG","A-AL41727","Syncronizer","3.30 lbs","null"
"","https://www.aiproducts.com/images/AL55150.JPG","A-AL55150","Bellcrank","12.70 lbs","null"
"Replaces: AL36736, AL31250","https://www.aiproducts.com/images/AL56764.JPG","A-AL56764","Screen, Side (RH/LH)","7.30 lbs","null"
"Replaces: AL34473","https://www.aiproducts.com/images/AL58118(1).JPG,https://www.aiproducts.com/images/AL58118(2).JPG,https://www.aiproducts.com/images/AL58118.JPG","A-AL58118","Cover, Battery Box; RH","6.20 lbs","null"
"","https://www.aiproducts.com/images/VPJ2911(1).JPG,https://www.aiproducts.com/images/VPJ2911(2).JPG,https://www.aiproducts.com/images/VPJ2911(3).JPG,https://www.aiproducts.com/images/VPJ2911(4).JPG","A-AL61448","OIL SEAL",".15 lbs","null"
"","https://www.aiproducts.com/images/AL662.JPG","A-AL662","AL662 Pintle Chain, 10 ft","10.60 lbs","A-AL662CO"
"","https://www.aiproducts.com/images/AL667HASCO(1).JPG,https://www.aiproducts.com/images/AL667HASCO(2).JPG,https://www.aiproducts.com/images/AL667HASCO(3).JPG,https://www.aiproducts.com/images/AL662.JPG","A-AL667HASCO","AL667H-AS-CO Attaching Link",".40 lbs","null"
"Type: Bosch<br> Volt/Amperage: 14/55","https://www.aiproducts.com/images/ABO0198(1).JPG,https://www.aiproducts.com/images/ABO0198(2).JPG,https://www.aiproducts.com/images/ABO0198(3).JPG,https://www.aiproducts.com/images/ABO0198(4).JPG,https://www.aiproducts.com/images/ABO0198(5).JPG","A-AL67175","Alternator, Bosch","11.30 lbs","null"
"Dim A (1): 19-3/8""<br> Dim B (2): 16-7/8""<br> Replaces: AL67553, AL60648, AL60649, AL67284, AL67286","https://www.aiproducts.com/images/AL67554.JPG","A-AL67554","Screen, Side (RH/LH)","5.91 lbs","null"
"","https://www.aiproducts.com/images/AL68201(1).JPG,https://www.aiproducts.com/images/AL68201(2).JPG","A-AL68201","Sending Unit, Fuel","1.00 lbs","null"
"The flywheel needs to be machined to an inside diameter of 13.010"" (331 MM) in order to accept this clutch<br> Leave the plastic ring on when installing.<br> Replaces: AL59324, AL55240, AL39591, AL65891<br> Spline Count: 27<br> Spline Diameter: 1.750""","https://www.aiproducts.com/images/AL68485(1).JPG,https://www.aiproducts.com/images/AL68485(2).JPG","A-AL68485","Pressure Plate: 12.875"", Cast Iron, w/ Release Plate w/ .85"" Flywheel Step","58.00 lbs","null"
"Dim A (1): 30.25""<br> Dim B (2): 1.25""","https://www.aiproducts.com/images/AL68726.JPG,https://www.aiproducts.com/images/AL68726(1).JPG","A-AL68726","Tie Rod, Notched","10.80 lbs","null"
"For use on heavy duty front axles only.","https://www.aiproducts.com/images/AL69819.JPG,https://www.aiproducts.com/images/AL55432.JPG","A-AL69818","Tie Rod Assembly (LH)","11.20 lbs","null"
"The flywheel needs to be machined to an inside diameter of 13.010"" (331 MM) in order to accept this clutch<br> Replaces: AL68022<br> Spline Count: 10<br> Spline Diameter: 1.250""","https://www.aiproducts.com/images/AL70272(1).JPG,https://www.aiproducts.com/images/AL70272(2).JPG","A-AL70272","Trans Disc: 12.875"", 6-Button, Feramic, Spring Loaded, 10 Spline","9.40 lbs","null"
"","https://www.aiproducts.com/images/AL77483(1).JPG,https://www.aiproducts.com/images/AL77483(2).JPG,https://www.aiproducts.com/images/AL77483(3).JPG","A-AL77483","Arm; LH Outer Mirror, Telescoping","5.50 lbs","A-AL77484, A-AL78021"
"","https://www.aiproducts.com/images/AL78405(1).JPG,https://www.aiproducts.com/images/AL78405(2).JPG,https://www.aiproducts.com/images/AL78405(3).JPG,https://www.aiproducts.com/images/AL78405(4).JPG,https://www.aiproducts.com/images/AL78405.JPG","A-AL78405","Pump, Fuel Lift Transfer(Tank Mount)",".50 lbs","null"
"Single Lip<br> Inside Diameter: 5.911""<br> Outside Diameter: 7.008""<br> Width: .512""","","A-AL79950","Seal, MFWD","1.10 lbs","null"
"Type: Bosch<br> Volt/Amperage: 14/55","https://www.aiproducts.com/images/ABO0198(1).JPG,https://www.aiproducts.com/images/ABO0198(2).JPG,https://www.aiproducts.com/images/ABO0198(3).JPG,https://www.aiproducts.com/images/ABO0198(4).JPG,https://www.aiproducts.com/images/ABO0198(5).JPG","A-AL81436","Alternator, Bosch","11.30 lbs","null"
"Complete tie rod assembly consists of (1) A-AL37505 , (1) A-L32308 , (1) A-AL82826 , (1) A-L32307 & (1) A-L64251","https://www.aiproducts.com/images/AL82828.JPG","A-AL82828","Tie Rod Assembly","9.40 lbs","null"
"Rotation: CCW<br> Teeth: 9<br> Type: Denso<br> Volts/Kilowatts: 12/.7","https://www.aiproducts.com/images/AM104559(1).JPG,https://www.aiproducts.com/images/AM104559(2).JPG,https://www.aiproducts.com/images/AM104559(3).JPG","A-AM104559","Starter, Nippo","7.47 lbs","null"
"Hub Size: 2.73""<br> Hub Type: Centered<br> Bearing Type: Roller Bearing/sealed<br> Center Hole: 0.315""<br> Diameter: Wheel: 7.88"" / Axle: .315""<br> Offset: 1.000""<br> Wheel Color: Yellow<br> Width: Wheel: 2.000""","https://www.aiproducts.com/images/AM115138(1).JPG,https://www.aiproducts.com/images/AM115138(2).JPG,https://www.aiproducts.com/images/AM115138(3).JPG","A-AM115138","Tire & Wheel Assembly","2.10 lbs","null"
"On / Off rocker light switch<br> Terminals: 2","https://www.aiproducts.com/images/RS300C(1).JPG,https://www.aiproducts.com/images/RS300C(2).JPG,https://www.aiproducts.com/images/RS300C(3).JPG,https://www.aiproducts.com/images/RS300C(4).JPG","A-AM117324","Switch, Light",".05 lbs","null"
"Diameter: .900""","","A-AM120681","Arm; Gage Wheel, LH Front/RH Rear","1.60 lbs","A-AM120680"
"","https://www.aiproducts.com/images/AM124294(1).JPG,https://www.aiproducts.com/images/AM124294(2).JPG,https://www.aiproducts.com/images/AM124294(3).JPG,https://www.aiproducts.com/images/AM124294(4).JPG,https://www.aiproducts.com/images/ST65.JPG,https://www.aiproducts.com/images/ST65(BOLT).JPG","A-AM124294","Seat w/ Slide Track Suspension","20.00 lbs","null"
"Our new radiator is designed and built to precise dimensional specifications to ensure an exact fit. Each radiator has a stamped brass tank, undergoes a rigorous quality inspection, and is 100% leak tested. The radiator has a serpentine fin construction and 4 rows of tubes. It is 16.375"" tall and the core size is 11.875"" wide. This radiator does not come with the shroud or cap. It fits multiple John Deere Riding Mower and Skid Steer Loader models.<br> Dim A (1): Core Size: 11.875"" Wide<br> Dim B (2): 16.375"" High<br> Dim C (3): 4 Rows of Tubes<br> Dim D (4): Serpentine Fin Const.<br> Dim E (5): Does not come with shroud or cap","https://www.aiproducts.com/images/AM130325.JPG","A-AM130325","Radiator","16.00 lbs","null"
"Rotation: CCW<br> Teeth: 9<br> Type: -<br> Volts/Kilowatts: 12/0.6","https://www.aiproducts.com/images/246-06101(1).JPG,https://www.aiproducts.com/images/246-06101(4).JPG,https://www.aiproducts.com/images/246-06101(3).JPG,https://www.aiproducts.com/images/246-06101(5).JPG","A-AM132702","Starter, 12V, CCW, 9T, 0.6KW, (New)","7.68 lbs","null"
"","","A-AM133627","Fitting Kit; Fuel Pump",".35 lbs","null"
"Dim A (1): 43.75""<br> Dim B (2): 59.00""","https://www.aiproducts.com/images/AM135031(1).JPG","A-AM135031","Glass, Door (LH)",,"null"
"Shaft Diameter: 0.898""<br> Shank Diameter: 0.616""","https://www.aiproducts.com/images/AM137395(1).JPG,https://www.aiproducts.com/images/AM137395(2).JPG","A-AM137395","Arm; Gage Wheel LH Front/RH Rear","1.50 lbs","A-AM125172"
"","https://www.aiproducts.com/images/AM137741(1).JPG,https://www.aiproducts.com/images/AM137741(2).JPG,https://www.aiproducts.com/images/AM137741(3).JPG","A-AM137741","Ball Joint; Steering, Lower",".55 lbs","null"
